x_player,x_enemy_mean,y_enemy_mean,nb_enemies,x_bullet,y_bullet,action
0.5083333333333333,0.5616666666666666,0.3933333333333333,48,0.0,0.0,2
0.5166666666666667,0.5633333333333334,0.3933333333333333,48,0.0,0.0,2
0.525,0.565,0.3933333333333333,48,0.0,0.0,2
0.5333333333333333,0.5666666666666667,0.3933333333333333,48,0.0,0.0,2
0.5416666666666666,0.5683333333333334,0.3933333333333333,48,0.0,0.0,2
0.55,0.57,0.3933333333333333,48,0.0,0.0,2
0.5583333333333333,0.5716666666666667,0.3933333333333333,48,0.0,0.0,2
0.5666666666666667,0.5733333333333334,0.3933333333333333,48,0.0,0.0,2
0.575,0.575,0.3933333333333333,48,0.0,0.0,2
0.5833333333333334,0.5766666666666667,0.3933333333333333,48,0.0,0.0,2
0.5916666666666667,0.5783333333333334,0.3933333333333333,48,0.0,0.0,2
0.6,0.58,0.3933333333333333,48,0.0,0.0,2
0.6083333333333333,0.5816666666666667,0.3933333333333333,48,0.0,0.0,2
0.6166666666666667,0.5833333333333334,0.3933333333333333,48,0.0,0.0,2
0.625,0.585,0.3933333333333333,48,0.0,0.0,2
0.6333333333333333,0.5866666666666667,0.3933333333333333,48,0.0,0.0,2
0.625,0.6016666666666667,0.4133333333333333,48,0.0,0.0,1
0.6166666666666667,0.6,0.4133333333333333,48,0.0,0.0,1
0.6083333333333333,0.5983333333333334,0.4133333333333333,48,0.0,0.0,1
0.6,0.5966666666666667,0.4133333333333333,48,0.0,0.0,1
0.5916666666666667,0.595,0.4133333333333333,48,0.0,0.0,1
0.5833333333333334,0.5933333333333334,0.4133333333333333,48,0.0,0.0,1
0.575,0.5916666666666667,0.4133333333333333,48,0.0,0.0,1
0.5666666666666667,0.59,0.4133333333333333,48,0.0,0.0,1
0.5583333333333333,0.5883333333333334,0.4133333333333333,48,0.0,0.0,1
0.55,0.5833333333333334,0.4133333333333333,48,0.0,0.0,1
0.5416666666666666,0.5816666666666667,0.4133333333333333,48,0.0,0.0,1
0.5333333333333333,0.58,0.4133333333333333,48,0.0,0.0,1
0.525,0.5783333333333334,0.4133333333333333,48,0.0,0.0,1
0.5166666666666667,0.5766666666666667,0.4133333333333333,48,0.0,0.0,1
0.5083333333333333,0.575,0.4133333333333333,48,0.0,0.0,1
0.5,0.5733333333333334,0.4133333333333333,48,0.0,0.0,1
0.4916666666666666,0.5716666666666667,0.4133333333333333,48,0.0,0.0,1
0.4833333333333333,0.57,0.4133333333333333,48,0.0,0.0,1
0.4833333333333333,0.5633333333333334,0.4133333333333333,48,0.4833333333333333,0.9616666666666668,3
0.4833333333333333,0.5616666666666666,0.4133333333333333,48,0.4833333333333333,0.9483333333333334,3
0.4833333333333333,0.56,0.4133333333333333,48,0.4833333333333333,0.935,3
0.4833333333333333,0.5583333333333333,0.4133333333333333,48,0.4833333333333333,0.9216666666666666,3
0.4916666666666666,0.55,0.4133333333333333,48,0.4833333333333333,0.855,2
0.5,0.5483333333333333,0.4133333333333333,48,0.4833333333333333,0.8416666666666667,2
0.5083333333333333,0.5466666666666666,0.4133333333333333,48,0.4833333333333333,0.8283333333333334,2
0.5166666666666667,0.545,0.4133333333333333,48,0.4833333333333333,0.815,2
0.525,0.5433333333333333,0.4133333333333333,48,0.4833333333333333,0.8016666666666666,2
0.5333333333333333,0.5416666666666666,0.4133333333333333,48,0.4833333333333333,0.7883333333333333,2
0.5416666666666666,0.54,0.4133333333333333,48,0.4833333333333333,0.775,2
0.55,0.5383333333333333,0.4133333333333333,48,0.4833333333333333,0.7616666666666667,2
0.5583333333333333,0.5366666666666666,0.4133333333333333,48,0.4833333333333333,0.7483333333333333,2
0.5666666666666667,0.535,0.4133333333333333,48,0.4833333333333333,0.735,2
0.575,0.5333333333333333,0.4133333333333333,48,0.4833333333333333,0.7216666666666667,2
0.5833333333333334,0.5316666666666666,0.4133333333333333,48,0.4833333333333333,0.7083333333333334,2
0.5916666666666667,0.53,0.4133333333333333,48,0.4833333333333333,0.695,2
0.6,0.5283333333333333,0.4133333333333333,48,0.4833333333333333,0.6816666666666666,2
0.6083333333333333,0.5266666666666666,0.4133333333333333,48,0.4833333333333333,0.6683333333333333,2
0.6,0.4743971631205674,0.4090780141843971,47,0.0,0.0,1
0.5916666666666667,0.4727304964539007,0.4090780141843971,47,0.0,0.0,1
0.5833333333333334,0.4710638297872341,0.4090780141843971,47,0.0,0.0,1
0.575,0.4693971631205674,0.4090780141843971,47,0.0,0.0,1
0.5666666666666667,0.4677304964539007,0.4090780141843971,47,0.0,0.0,1
0.5583333333333333,0.4660638297872341,0.4090780141843971,47,0.0,0.0,1
0.55,0.4643971631205674,0.4090780141843971,47,0.0,0.0,1
0.5416666666666666,0.4627304964539007,0.4090780141843971,47,0.0,0.0,1
0.5333333333333333,0.4610638297872341,0.4090780141843971,47,0.0,0.0,1
0.525,0.4593971631205674,0.4090780141843971,47,0.0,0.0,1
0.5166666666666667,0.4577304964539007,0.4090780141843971,47,0.0,0.0,1
0.5083333333333333,0.4560638297872341,0.4090780141843971,47,0.0,0.0,1
0.5,0.4543971631205674,0.4090780141843971,47,0.0,0.0,1
0.4916666666666666,0.4527304964539007,0.4090780141843971,47,0.0,0.0,1
0.4916666666666666,0.4477304964539007,0.4090780141843971,47,0.4916666666666666,0.9616666666666668,3
0.4916666666666666,0.4460638297872341,0.4090780141843971,47,0.4916666666666666,0.9483333333333334,3
0.4916666666666666,0.4443971631205674,0.4090780141843971,47,0.4916666666666666,0.935,3
0.4916666666666666,0.4427304964539007,0.4090780141843971,47,0.4916666666666666,0.9216666666666666,3
0.4916666666666666,0.4410638297872341,0.4090780141843971,47,0.4916666666666666,0.9083333333333332,3
0.4916666666666666,0.4393971631205674,0.4090780141843971,47,0.4916666666666666,0.895,3
0.5,0.395,0.4046376811594203,46,0.0,0.0,2
0.5083333333333333,0.3933333333333333,0.4046376811594203,46,0.0,0.0,2
0.5166666666666667,0.3916666666666666,0.4046376811594203,46,0.0,0.0,2
0.525,0.39,0.4046376811594203,46,0.0,0.0,2
0.5333333333333333,0.3883333333333333,0.4046376811594203,46,0.0,0.0,2
0.5416666666666666,0.3866666666666666,0.4046376811594203,46,0.0,0.0,2
0.55,0.385,0.4046376811594203,46,0.0,0.0,2
0.5583333333333333,0.3833333333333333,0.4246376811594203,46,0.0,0.0,2
0.5666666666666667,0.385,0.4246376811594203,46,0.0,0.0,2
0.575,0.3866666666666666,0.4246376811594203,46,0.0,0.0,2
0.5833333333333334,0.3883333333333333,0.4246376811594203,46,0.0,0.0,2
0.5916666666666667,0.39,0.4246376811594203,46,0.0,0.0,2
0.6,0.3916666666666666,0.4246376811594203,46,0.0,0.0,2
0.5916666666666667,0.4116666666666667,0.4246376811594203,46,0.0,0.0,1
0.5833333333333334,0.4133333333333333,0.4246376811594203,46,0.0,0.0,1
0.575,0.415,0.4246376811594203,46,0.0,0.0,1
0.5666666666666667,0.4166666666666667,0.4246376811594203,46,0.0,0.0,1
0.5583333333333333,0.4183333333333333,0.4246376811594203,46,0.0,0.0,1
0.55,0.42,0.4246376811594203,46,0.0,0.0,1
0.5416666666666666,0.4216666666666667,0.4246376811594203,46,0.0,0.0,1
0.5333333333333333,0.4233333333333333,0.4246376811594203,46,0.0,0.0,1
0.525,0.425,0.4246376811594203,46,0.0,0.0,1
0.5166666666666667,0.4266666666666667,0.4246376811594203,46,0.0,0.0,1
0.5083333333333333,0.4283333333333333,0.4246376811594203,46,0.0,0.0,1
0.5,0.43,0.4246376811594203,46,0.0,0.0,1
0.4916666666666666,0.4316666666666666,0.4246376811594203,46,0.0,0.0,1
0.4833333333333333,0.4333333333333333,0.4246376811594203,46,0.0,0.0,1
0.475,0.435,0.4246376811594203,46,0.0,0.0,1
0.4666666666666667,0.4366666666666666,0.4246376811594203,46,0.0,0.0,1
0.4583333333333333,0.4383333333333333,0.4246376811594203,46,0.0,0.0,1
0.45,0.44,0.4246376811594203,46,0.0,0.0,1
0.45,0.4466666666666666,0.4246376811594203,46,0.45,0.9616666666666668,3
0.45,0.4483333333333333,0.4246376811594203,46,0.45,0.9483333333333334,3
0.45,0.45,0.4246376811594203,46,0.45,0.935,3
0.45,0.4516666666666666,0.4246376811594203,46,0.45,0.9216666666666666,3
0.45,0.5027777777777778,0.4217777777777777,45,0.0,0.0,3
0.45,0.5044444444444445,0.4217777777777777,45,0.0,0.0,3
0.45,0.5061111111111112,0.4217777777777777,45,0.0,0.0,3
0.45,0.5077777777777778,0.4217777777777777,45,0.0,0.0,3
0.45,0.5094444444444445,0.4217777777777777,45,0.45,0.9616666666666668,3
0.45,0.5111111111111112,0.4217777777777777,45,0.45,0.9483333333333334,3
0.45,0.5127777777777778,0.4217777777777777,45,0.45,0.935,3
0.45,0.5144444444444445,0.4217777777777777,45,0.45,0.9216666666666666,3
0.45,0.5161111111111112,0.4217777777777777,45,0.45,0.9083333333333332,3
0.4583333333333333,0.5377777777777778,0.4217777777777777,45,0.45,0.735,2
0.4666666666666667,0.5394444444444445,0.4217777777777777,45,0.45,0.7216666666666667,2
0.475,0.5411111111111111,0.4217777777777777,45,0.45,0.7083333333333334,2
0.4833333333333333,0.5427777777777778,0.4217777777777777,45,0.45,0.695,2
0.4916666666666666,0.5444444444444445,0.4217777777777777,45,0.45,0.6816666666666666,2
0.5,0.5461111111111111,0.4217777777777777,45,0.45,0.6683333333333333,2
